platform	subject	trial	choice	accuracy
prolific	v9ausuant19jns40jd4luox9	81	0.753	0.753
prolific	v9ausuant19jns40jd4luox9	82	0.2795	0.3625
prolific	v9ausuant19jns40jd4luox9	83	0.3365	0.3365
prolific	v9ausuant19jns40jd4luox9	84	0.6405	0.6405
prolific	v9ausuant19jns40jd4luox9	85	0.393	0.325
prolific	v9ausuant19jns40jd4luox9	86	0.3635	0.3635
prolific	v9ausuant19jns40jd4luox9	87	0.325	0.33
prolific	v9ausuant19jns40jd4luox9	88	0.6825	0.162
prolific	v9ausuant19jns40jd4luox9	89	0.32	0.32
prolific	v9ausuant19jns40jd4luox9	90	0.6635	0.6635
prolific	vagifv6u15xfnf6u3kh9vq6r	1	0.3395	0.321
prolific	vagifv6u15xfnf6u3kh9vq6r	2	0.4455	0.4455
prolific	vagifv6u15xfnf6u3kh9vq6r	3	0.808	0.808
prolific	vagifv6u15xfnf6u3kh9vq6r	4	0.121	0.854
prolific	vagifv6u15xfnf6u3kh9vq6r	5	0.022	0.9435
prolific	vagifv6u15xfnf6u3kh9vq6r	6	0.027	0.9455
prolific	vagifv6u15xfnf6u3kh9vq6r	7	0.939	0.939
prolific	vagifv6u15xfnf6u3kh9vq6r	8	0.957	0.957
prolific	vagifv6u15xfnf6u3kh9vq6r	9	0.9605	0.9605
prolific	vagifv6u15xfnf6u3kh9vq6r	10	0.951	0.951
prolific	vagifv6u15xfnf6u3kh9vq6r	11	0.9595	0.9595
prolific	vagifv6u15xfnf6u3kh9vq6r	12	0.9515	0.9515
prolific	vagifv6u15xfnf6u3kh9vq6r	13	0.9525	0.9525
prolific	vagifv6u15xfnf6u3kh9vq6r	14	0.955	0.955
prolific	vagifv6u15xfnf6u3kh9vq6r	15	0.9705	0.9705
prolific	vagifv6u15xfnf6u3kh9vq6r	16	0.9605	0.018
prolific	vagifv6u15xfnf6u3kh9vq6r	17	0.9485	0.023
prolific	vagifv6u15xfnf6u3kh9vq6r	18	0.3065	0.294
prolific	vagifv6u15xfnf6u3kh9vq6r	19	0.3935	0.3155
prolific	vagifv6u15xfnf6u3kh9vq6r	20	0.3475	0.3315
prolific	vagifv6u15xfnf6u3kh9vq6r	21	0.3165	0.3385
prolific	vagifv6u15xfnf6u3kh9vq6r	22	0.3465	0.3335
prolific	vagifv6u15xfnf6u3kh9vq6r	23	0.334	0.334
prolific	vagifv6u15xfnf6u3kh9vq6r	24	0.92	0.92
prolific	vagifv6u15xfnf6u3kh9vq6r	25	0.9475	0.9475
prolific	vagifv6u15xfnf6u3kh9vq6r	26	0.2925	0.398
prolific	vagifv6u15xfnf6u3kh9vq6r	27	0.306	0.3855
prolific	vagifv6u15xfnf6u3kh9vq6r	28	0.299	0.4005
prolific	vagifv6u15xfnf6u3kh9vq6r	29	0.282	0.4085
prolific	vagifv6u15xfnf6u3kh9vq6r	30	0.402	0.402
prolific	vagifv6u15xfnf6u3kh9vq6r	31	0.909	0.0465
prolific	vagifv6u15xfnf6u3kh9vq6r	32	0.299	0.3025
prolific	vagifv6u15xfnf6u3kh9vq6r	33	0.3005	0.3005
prolific	vagifv6u15xfnf6u3kh9vq6r	34	0.8955	0.8955
prolific	vagifv6u15xfnf6u3kh9vq6r	35	0.944	0.944
prolific	vagifv6u15xfnf6u3kh9vq6r	36	0.947	0.947
prolific	vagifv6u15xfnf6u3kh9vq6r	37	0.3515	0.3865
prolific	vagifv6u15xfnf6u3kh9vq6r	38	0.278	0.402
prolific	vagifv6u15xfnf6u3kh9vq6r	39	0.379	0.379
prolific	vagifv6u15xfnf6u3kh9vq6r	40	0.3265	0.3265
prolific	vagifv6u15xfnf6u3kh9vq6r	41	0.922	0.922
prolific	vagifv6u15xfnf6u3kh9vq6r	42	0.9465	0.9465
prolific	vagifv6u15xfnf6u3kh9vq6r	43	0.398	0.398
prolific	vagifv6u15xfnf6u3kh9vq6r	44	0.339	0.339
prolific	vagifv6u15xfnf6u3kh9vq6r	45	0.919	0.919
prolific	vagifv6u15xfnf6u3kh9vq6r	46	0.944	0.0315
prolific	vagifv6u15xfnf6u3kh9vq6r	47	0.4025	0.3035
prolific	vagifv6u15xfnf6u3kh9vq6r	48	0.915	0.0475
prolific	vagifv6u15xfnf6u3kh9vq6r	49	0.386	0.307
prolific	vagifv6u15xfnf6u3kh9vq6r	50	0.313	0.3435
prolific	vagifv6u15xfnf6u3kh9vq6r	51	0.3305	0.345
prolific	vagifv6u15xfnf6u3kh9vq6r	52	0.326	0.329
prolific	vagifv6u15xfnf6u3kh9vq6r	53	0.341	0.341
prolific	vagifv6u15xfnf6u3kh9vq6r	54	0.9205	0.9205
prolific	vagifv6u15xfnf6u3kh9vq6r	55	0.955	0.955
prolific	vagifv6u15xfnf6u3kh9vq6r	56	0.9475	0.9475
prolific	vagifv6u15xfnf6u3kh9vq6r	57	0.958	0.958
prolific	vagifv6u15xfnf6u3kh9vq6r	58	0.953	0.953
prolific	vagifv6u15xfnf6u3kh9vq6r	59	0.963	0.963
prolific	vagifv6u15xfnf6u3kh9vq6r	60	0.9595	0.9595
prolific	vagifv6u15xfnf6u3kh9vq6r	61	0.9595	0.0175
prolific	vagifv6u15xfnf6u3kh9vq6r	62	0.299	0.299
prolific	vagifv6u15xfnf6u3kh9vq6r	63	0.901	0.901
prolific	vagifv6u15xfnf6u3kh9vq6r	64	0.9425	0.9425
prolific	vagifv6u15xfnf6u3kh9vq6r	65	0.9415	0.9415
prolific	vagifv6u15xfnf6u3kh9vq6r	66	0.9465	0.9465
prolific	vagifv6u15xfnf6u3kh9vq6r	67	0.9535	0.9535
prolific	vagifv6u15xfnf6u3kh9vq6r	68	0.947	0.947
prolific	vagifv6u15xfnf6u3kh9vq6r	69	0.3765	0.3495
prolific	vagifv6u15xfnf6u3kh9vq6r	70	0.2935	0.41
prolific	vagifv6u15xfnf6u3kh9vq6r	71	0.394	0.394
prolific	vagifv6u15xfnf6u3kh9vq6r	72	0.918	0.918
prolific	vagifv6u15xfnf6u3kh9vq6r	73	0.31	0.399
prolific	vagifv6u15xfnf6u3kh9vq6r	74	0.9045	0.054
prolific	vagifv6u15xfnf6u3kh9vq6r	75	0.9385	0.0345
prolific	vagifv6u15xfnf6u3kh9vq6r	76	0.3515	0.2775
prolific	vagifv6u15xfnf6u3kh9vq6r	77	0.304	0.2895
prolific	vagifv6u15xfnf6u3kh9vq6r	78	0.285	0.302
prolific	vagifv6u15xfnf6u3kh9vq6r	79	0.405	0.291
prolific	vagifv6u15xfnf6u3kh9vq6r	80	0.3185	0.3305
prolific	vagifv6u15xfnf6u3kh9vq6r	81	0.36	0.36
prolific	vagifv6u15xfnf6u3kh9vq6r	82	0.9105	0.9105
prolific	vagifv6u15xfnf6u3kh9vq6r	83	0.9415	0.9415
prolific	vagifv6u15xfnf6u3kh9vq6r	84	0.9535	0.9535
prolific	vagifv6u15xfnf6u3kh9vq6r	85	0.954	0.954
prolific	vagifv6u15xfnf6u3kh9vq6r	86	0.967	0.967
prolific	vagifv6u15xfnf6u3kh9vq6r	87	0.961	0.961
prolific	vagifv6u15xfnf6u3kh9vq6r	88	0.2975	0.3895
prolific	vagifv6u15xfnf6u3kh9vq6r	89	0.322	0.3895
prolific	vagifv6u15xfnf6u3kh9vq6r	90	0.2845	0.4165
prolific	vjt1f5j28jg0m1mme6atp0jt	1	0.322	0.322
prolific	vjt1f5j28jg0m1mme6atp0jt	2	0.4995	0.4995
prolific	vjt1f5j28jg0m1mme6atp0jt	3	0.614	0.614
prolific	vjt1f5j28jg0m1mme6atp0jt	4	0.616	0.616
prolific	vjt1f5j28jg0m1mme6atp0jt	5	0.625	0.625
prolific	vjt1f5j28jg0m1mme6atp0jt	6	0.6185	0.6185
prolific	vjt1f5j28jg0m1mme6atp0jt	7	0.1415	0.727
prolific	vjt1f5j28jg0m1mme6atp0jt	8	0.235	0.631
prolific	vjt1f5j28jg0m1mme6atp0jt	9	0.2315	0.636
prolific	vjt1f5j28jg0m1mme6atp0jt	10	0.235	0.639
prolific	vjt1f5j28jg0m1mme6atp0jt	11	0.115	0.6385
prolific	vjt1f5j28jg0m1mme6atp0jt	12	0.1275	0.6595
prolific	vjt1f5j28jg0m1mme6atp0jt	13	0.641	0.641
prolific	vjt1f5j28jg0m1mme6atp0jt	14	0.7175	0.7175
prolific	vjt1f5j28jg0m1mme6atp0jt	15	0.774	0.774
prolific	vjt1f5j28jg0m1mme6atp0jt	16	0.781	0.136
prolific	vjt1f5j28jg0m1mme6atp0jt	17	0.7775	0.1385
prolific	vjt1f5j28jg0m1mme6atp0jt	18	0.8215	0.111
prolific	vjt1f5j28jg0m1mme6atp0jt	19	0.8165	0.1225
prolific	vjt1f5j28jg0m1mme6atp0jt	20	0.8165	0.11
prolific	vjt1f5j28jg0m1mme6atp0jt	21	0.801	0.128
prolific	vjt1f5j28jg0m1mme6atp0jt	22	0.8095	0.1145
prolific	vjt1f5j28jg0m1mme6atp0jt	23	0.073	0.1355
prolific	vjt1f5j28jg0m1mme6atp0jt	24	0.08	0.127
prolific	vjt1f5j28jg0m1mme6atp0jt	25	0.0885	0.1395
prolific	vjt1f5j28jg0m1mme6atp0jt	26	0.085	0.1335
prolific	vjt1f5j28jg0m1mme6atp0jt	27	0.1385	0.1385
prolific	vjt1f5j28jg0m1mme6atp0jt	28	0.778	0.1235
prolific	vjt1f5j28jg0m1mme6atp0jt	29	0.763	0.1505
prolific	vjt1f5j28jg0m1mme6atp0jt	30	0.7515	0.156
prolific	vjt1f5j28jg0m1mme6atp0jt	31	0.728	0.0915
prolific	vjt1f5j28jg0m1mme6atp0jt	32	0.7285	0.101
prolific	vjt1f5j28jg0m1mme6atp0jt	33	0.7975	0.0785
prolific	vjt1f5j28jg0m1mme6atp0jt	34	0.7815	0.083
prolific	vjt1f5j28jg0m1mme6atp0jt	35	0.8445	0.0655
prolific	vjt1f5j28jg0m1mme6atp0jt	36	0.8475	0.0625
prolific	vjt1f5j28jg0m1mme6atp0jt	37	0.8275	0.0585
prolific	vjt1f5j28jg0m1mme6atp0jt	38	0.8145	0.066
prolific	vjt1f5j28jg0m1mme6atp0jt	39	0.7695	0.08
prolific	vjt1f5j28jg0m1mme6atp0jt	40	0.849	0.0605
prolific	vjt1f5j28jg0m1mme6atp0jt	41	0.8285	0.0585
prolific	vjt1f5j28jg0m1mme6atp0jt	42	0.869	0.053
prolific	vjt1f5j28jg0m1mme6atp0jt	43	0.865	0.05
prolific	vjt1f5j28jg0m1mme6atp0jt	44	0.853	0.0535
prolific	vjt1f5j28jg0m1mme6atp0jt	45	0.8365	0.058
prolific	vjt1f5j28jg0m1mme6atp0jt	46	0.823	0.823
prolific	vjt1f5j28jg0m1mme6atp0jt	47	0.873	0.873
prolific	vjt1f5j28jg0m1mme6atp0jt	48	0.8925	0.8925
prolific	vjt1f5j28jg0m1mme6atp0jt	49	0.9175	0.9175
prolific	vjt1f5j28jg0m1mme6atp0jt	50	0.94	0.94
prolific	vjt1f5j28jg0m1mme6atp0jt	51	0.94	0.94
prolific	vjt1f5j28jg0m1mme6atp0jt	52	0.9375	0.9375
prolific	vjt1f5j28jg0m1mme6atp0jt	53	0.9455	0.9455
prolific	vjt1f5j28jg0m1mme6atp0jt	54	0.9475	0.9475
prolific	vjt1f5j28jg0m1mme6atp0jt	55	0.956	0.956
prolific	vjt1f5j28jg0m1mme6atp0jt	56	0.9475	0.9475
prolific	vjt1f5j28jg0m1mme6atp0jt	57	0.956	0.956
prolific	vjt1f5j28jg0m1mme6atp0jt	58	0.943	0.943
prolific	vjt1f5j28jg0m1mme6atp0jt	59	0.947	0.947
prolific	vjt1f5j28jg0m1mme6atp0jt	60	0.9545	0.9545
prolific	vjt1f5j28jg0m1mme6atp0jt	61	0.9645	0.022
prolific	vjt1f5j28jg0m1mme6atp0jt	62	0.957	0.024
prolific	vjt1f5j28jg0m1mme6atp0jt	63	0.957	0.0225
prolific	vjt1f5j28jg0m1mme6atp0jt	64	0.945	0.029
prolific	vjt1f5j28jg0m1mme6atp0jt	65	0.95	0.027
prolific	vjt1f5j28jg0m1mme6atp0jt	66	0.9475	0.023
prolific	vjt1f5j28jg0m1mme6atp0jt	67	0.9445	0.029
prolific	vjt1f5j28jg0m1mme6atp0jt	68	0.947	0.0205
prolific	vjt1f5j28jg0m1mme6atp0jt	69	0.94	0.027
prolific	vjt1f5j28jg0m1mme6atp0jt	70	0.9315	0.03
prolific	vjt1f5j28jg0m1mme6atp0jt	71	0.92	0.0285
prolific	vjt1f5j28jg0m1mme6atp0jt	72	0.9435	0.0255
prolific	vjt1f5j28jg0m1mme6atp0jt	73	0.923	0.027
prolific	vjt1f5j28jg0m1mme6atp0jt	74	0.9205	0.032
prolific	vjt1f5j28jg0m1mme6atp0jt	75	0.9215	0.0275
prolific	vjt1f5j28jg0m1mme6atp0jt	76	0.9	0.0655
prolific	vjt1f5j28jg0m1mme6atp0jt	77	0.9015	0.0615
prolific	vjt1f5j28jg0m1mme6atp0jt	78	0.8685	0.0865
prolific	vjt1f5j28jg0m1mme6atp0jt	79	0.8505	0.1015
prolific	vjt1f5j28jg0m1mme6atp0jt	80	0.8525	0.1075
prolific	vjt1f5j28jg0m1mme6atp0jt	81	0.8215	0.1275
prolific	vjt1f5j28jg0m1mme6atp0jt	82	0.798	0.1395
prolific	vjt1f5j28jg0m1mme6atp0jt	83	0.788	0.1525
prolific	vjt1f5j28jg0m1mme6atp0jt	84	0.752	0.1835
prolific	vjt1f5j28jg0m1mme6atp0jt	85	0.739	0.1915
prolific	vjt1f5j28jg0m1mme6atp0jt	86	0.2135	0.2135
prolific	vjt1f5j28jg0m1mme6atp0jt	87	0.3635	0.3635
prolific	vjt1f5j28jg0m1mme6atp0jt	88	0.4575	0.4575
prolific	vjt1f5j28jg0m1mme6atp0jt	89	0.5545	0.5545
prolific	vjt1f5j28jg0m1mme6atp0jt	90	0.6225	0.6225
prolific	w2mr1qy43bjo0tukpzsj8bem	1	0.3435	0.3395
prolific	w2mr1qy43bjo0tukpzsj8bem	2	0.3835	0.445
prolific	w2mr1qy43bjo0tukpzsj8bem	3	0.218	0.553
prolific	w2mr1qy43bjo0tukpzsj8bem	4	0.5925	0.295
prolific	w2mr1qy43bjo0tukpzsj8bem	5	0.208	0.5295
prolific	w2mr1qy43bjo0tukpzsj8bem	6	0.5395	0.5395
prolific	w2mr1qy43bjo0tukpzsj8bem	7	0.7455	0.7455
prolific	w2mr1qy43bjo0tukpzsj8bem	8	0.1395	0.7855
prolific	w2mr1qy43bjo0tukpzsj8bem	9	0.814	0.814
prolific	w2mr1qy43bjo0tukpzsj8bem	10	0.796	0.796
prolific	w2mr1qy43bjo0tukpzsj8bem	11	0.087	0.83
prolific	w2mr1qy43bjo0tukpzsj8bem	12	0.0805	0.826
prolific	w2mr1qy43bjo0tukpzsj8bem	13	0.835	0.835
prolific	w2mr1qy43bjo0tukpzsj8bem	14	0.84	0.84
prolific	w2mr1qy43bjo0tukpzsj8bem	15	0.8295	0.8295
prolific	w2mr1qy43bjo0tukpzsj8bem	16	0.513	0.199
prolific	w2mr1qy43bjo0tukpzsj8bem	17	0.145	0.106
prolific	w2mr1qy43bjo0tukpzsj8bem	18	0.119	0.112
prolific	w2mr1qy43bjo0tukpzsj8bem	19	0.109	0.09
prolific	w2mr1qy43bjo0tukpzsj8bem	20	0.1045	0.1045
prolific	w2mr1qy43bjo0tukpzsj8bem	21	0.078	0.417
prolific	w2mr1qy43bjo0tukpzsj8bem	22	0.3005	0.325
prolific	w2mr1qy43bjo0tukpzsj8bem	23	0.2655	0.2655
prolific	w2mr1qy43bjo0tukpzsj8bem	24	0.412	0.105
prolific	w2mr1qy43bjo0tukpzsj8bem	25	0.147	0.134
prolific	w2mr1qy43bjo0tukpzsj8bem	26	0.1385	0.1385
prolific	w2mr1qy43bjo0tukpzsj8bem	27	0.401	0.401
prolific	w2mr1qy43bjo0tukpzsj8bem	28	0.473	0.473
prolific	w2mr1qy43bjo0tukpzsj8bem	29	0.7345	0.1585
prolific	w2mr1qy43bjo0tukpzsj8bem	30	0.382	0.3735
prolific	w2mr1qy43bjo0tukpzsj8bem	31	0.3085	0.251
prolific	w2mr1qy43bjo0tukpzsj8bem	32	0.468	0.2975
prolific	w2mr1qy43bjo0tukpzsj8bem	33	0.3535	0.3415
prolific	w2mr1qy43bjo0tukpzsj8bem	34	0.32	0.3635
prolific	w2mr1qy43bjo0tukpzsj8bem	35	0.384	0.384
prolific	w2mr1qy43bjo0tukpzsj8bem	36	0.7505	0.7505
prolific	w2mr1qy43bjo0tukpzsj8bem	37	0.8265	0.8265
prolific	w2mr1qy43bjo0tukpzsj8bem	38	0.816	0.816
prolific	w2mr1qy43bjo0tukpzsj8bem	39	0.825	0.825
prolific	w2mr1qy43bjo0tukpzsj8bem	40	0.2545	0.503
prolific	w2mr1qy43bjo0tukpzsj8bem	41	0.264	0.507
prolific	w2mr1qy43bjo0tukpzsj8bem	42	0.2465	0.503
prolific	w2mr1qy43bjo0tukpzsj8bem	43	0.511	0.511
prolific	w2mr1qy43bjo0tukpzsj8bem	44	0.7845	0.7845
prolific	w2mr1qy43bjo0tukpzsj8bem	45	0.4725	0.4725
prolific	w2mr1qy43bjo0tukpzsj8bem	46	0.7855	0.105
prolific	w2mr1qy43bjo0tukpzsj8bem	47	0.274	0.264
prolific	w2mr1qy43bjo0tukpzsj8bem	48	0.2715	0.2525
prolific	w2mr1qy43bjo0tukpzsj8bem	49	0.266	0.257
prolific	w2mr1qy43bjo0tukpzsj8bem	50	0.2425	0.265
prolific	w2mr1qy43bjo0tukpzsj8bem	51	0.2665	0.2665
prolific	w2mr1qy43bjo0tukpzsj8bem	52	0.702	0.702
prolific	w2mr1qy43bjo0tukpzsj8bem	53	0.7585	0.7585
prolific	w2mr1qy43bjo0tukpzsj8bem	54	0.7785	0.7785
prolific	w2mr1qy43bjo0tukpzsj8bem	55	0.7835	0.7835
prolific	w2mr1qy43bjo0tukpzsj8bem	56	0.8025	0.8025
prolific	w2mr1qy43bjo0tukpzsj8bem	57	0.785	0.785
prolific	w2mr1qy43bjo0tukpzsj8bem	58	0.8005	0.8005
prolific	w2mr1qy43bjo0tukpzsj8bem	59	0.3725	0.4275
prolific	w2mr1qy43bjo0tukpzsj8bem	60	0.273	0.481
prolific	w2mr1qy43bjo0tukpzsj8bem	61	0.492	0.2485
prolific	w2mr1qy43bjo0tukpzsj8bem	62	0.395	0.284
prolific	w2mr1qy43bjo0tukpzsj8bem	63	0.3085	0.3085
prolific	w2mr1qy43bjo0tukpzsj8bem	64	0.736	0.736
prolific	w2mr1qy43bjo0tukpzsj8bem	65	0.806	0.806
prolific	w2mr1qy43bjo0tukpzsj8bem	66	0.8105	0.8105
prolific	w2mr1qy43bjo0tukpzsj8bem	67	0.8215	0.8215
prolific	w2mr1qy43bjo0tukpzsj8bem	68	0.831	0.831
prolific	w2mr1qy43bjo0tukpzsj8bem	69	0.48	0.48
prolific	w2mr1qy43bjo0tukpzsj8bem	70	0.7605	0.7605
prolific	w2mr1qy43bjo0tukpzsj8bem	71	0.819	0.819
prolific	w2mr1qy43bjo0tukpzsj8bem	72	0.822	0.822
prolific	w2mr1qy43bjo0tukpzsj8bem	73	0.831	0.831
prolific	w2mr1qy43bjo0tukpzsj8bem	74	0.833	0.833
prolific	w2mr1qy43bjo0tukpzsj8bem	75	0.847	0.847
prolific	w2mr1qy43bjo0tukpzsj8bem	76	0.4995	0.247
prolific	w2mr1qy43bjo0tukpzsj8bem	77	0.778	0.1095
prolific	w2mr1qy43bjo0tukpzsj8bem	78	0.4545	0.289
prolific	w2mr1qy43bjo0tukpzsj8bem	79	0.3265	0.313
prolific	w2mr1qy43bjo0tukpzsj8bem	80	0.305	0.3245
prolific	w2mr1qy43bjo0tukpzsj8bem	81	0.3165	0.3165
prolific	w2mr1qy43bjo0tukpzsj8bem	82	0.7275	0.7275
prolific	w2mr1qy43bjo0tukpzsj8bem	83	0.7865	0.7865
prolific	w2mr1qy43bjo0tukpzsj8bem	84	0.4715	0.4715
prolific	w2mr1qy43bjo0tukpzsj8bem	85	0.752	0.752
prolific	w2mr1qy43bjo0tukpzsj8bem	86	0.815	0.815
prolific	w2mr1qy43bjo0tukpzsj8bem	87	0.8185	0.8185
prolific	w2mr1qy43bjo0tukpzsj8bem	88	0.832	0.832
prolific	w2mr1qy43bjo0tukpzsj8bem	89	0.4545	0.4545
prolific	w2mr1qy43bjo0tukpzsj8bem	90	0.7545	0.7545
prolific	wbmh5irelure1ly1hmnbdml3	1	0.33	0.33
prolific	wbmh5irelure1ly1hmnbdml3	2	0.5375	0.5375
prolific	wbmh5irelure1ly1hmnbdml3	3	0.4195	0.1405
prolific	wbmh5irelure1ly1hmnbdml3	4	0.215	0.215
prolific	wbmh5irelure1ly1hmnbdml3	5	0.4385	0.465
prolific	wbmh5irelure1ly1hmnbdml3	6	0.6925	0.6925
prolific	wbmh5irelure1ly1hmnbdml3	7	0.818	0.818
prolific	wbmh5irelure1ly1hmnbdml3	8	0.871	0.871
prolific	wbmh5irelure1ly1hmnbdml3	9	0.0505	0.8915
prolific	wbmh5irelure1ly1hmnbdml3	10	0.7505	0.7505
prolific	wbmh5irelure1ly1hmnbdml3	11	0.7665	0.7665
prolific	wbmh5irelure1ly1hmnbdml3	12	0.2075	0.2075
prolific	wbmh5irelure1ly1hmnbdml3	13	0.509	0.509
prolific	wbmh5irelure1ly1hmnbdml3	14	0.642	0.642
prolific	wbmh5irelure1ly1hmnbdml3	15	0.629	0.218
prolific	wbmh5irelure1ly1hmnbdml3	16	0.318	0.2865
prolific	wbmh5irelure1ly1hmnbdml3	17	0.4275	0.324
prolific	wbmh5irelure1ly1hmnbdml3	18	0.329	0.381
prolific	wbmh5irelure1ly1hmnbdml3	19	0.311	0.3975
prolific	wbmh5irelure1ly1hmnbdml3	20	0.427	0.427
prolific	wbmh5irelure1ly1hmnbdml3	21	0.736	0.736
prolific	wbmh5irelure1ly1hmnbdml3	22	0.848	0.848
prolific	wbmh5irelure1ly1hmnbdml3	23	0.8865	0.8865
prolific	wbmh5irelure1ly1hmnbdml3	24	0.9085	0.9085
prolific	wbmh5irelure1ly1hmnbdml3	25	0.9205	0.9205
prolific	wbmh5irelure1ly1hmnbdml3	26	0.9275	0.9275
prolific	wbmh5irelure1ly1hmnbdml3	27	0.9305	0.9305
prolific	wbmh5irelure1ly1hmnbdml3	28	0.944	0.944
prolific	wbmh5irelure1ly1hmnbdml3	29	0.931	0.931
prolific	wbmh5irelure1ly1hmnbdml3	30	0.544	0.544
prolific	wbmh5irelure1ly1hmnbdml3	31	0.118	0.118
prolific	wbmh5irelure1ly1hmnbdml3	32	0.369	0.369
prolific	wbmh5irelure1ly1hmnbdml3	33	0.1465	0.1465
prolific	wbmh5irelure1ly1hmnbdml3	34	0.399	0.399
prolific	wbmh5irelure1ly1hmnbdml3	35	0.557	0.557
prolific	wbmh5irelure1ly1hmnbdml3	36	0.729	0.1685
prolific	wbmh5irelure1ly1hmnbdml3	37	0.818	0.1105
prolific	wbmh5irelure1ly1hmnbdml3	38	0.217	0.3865
prolific	wbmh5irelure1ly1hmnbdml3	39	0.57	0.208
prolific	wbmh5irelure1ly1hmnbdml3	40	0.131	0.131
prolific	wbmh5irelure1ly1hmnbdml3	41	0.3445	0.3445
prolific	wbmh5irelure1ly1hmnbdml3	42	0.079	0.52
prolific	wbmh5irelure1ly1hmnbdml3	43	0.231	0.407
prolific	wbmh5irelure1ly1hmnbdml3	44	0.0735	0.4945
prolific	wbmh5irelure1ly1hmnbdml3	45	0.4545	0.4955
prolific	wbmh5irelure1ly1hmnbdml3	46	0.8045	0.083
prolific	wbmh5irelure1ly1hmnbdml3	47	0.2375	0.2375
prolific	wbmh5irelure1ly1hmnbdml3	48	0.2025	0.6135
prolific	wbmh5irelure1ly1hmnbdml3	49	0.649	0.649
prolific	wbmh5irelure1ly1hmnbdml3	50	0.7795	0.7795
prolific	wbmh5irelure1ly1hmnbdml3	51	0.8445	0.8445
prolific	wbmh5irelure1ly1hmnbdml3	52	0.8685	0.8685
prolific	wbmh5irelure1ly1hmnbdml3	53	0.889	0.889
prolific	wbmh5irelure1ly1hmnbdml3	54	0.9	0.9
prolific	wbmh5irelure1ly1hmnbdml3	55	0.8955	0.8955
prolific	wbmh5irelure1ly1hmnbdml3	56	0.4325	0.4325
prolific	wbmh5irelure1ly1hmnbdml3	57	0.726	0.726
prolific	wbmh5irelure1ly1hmnbdml3	58	0.8165	0.8165
prolific	wbmh5irelure1ly1hmnbdml3	59	0.054	0.8605
prolific	wbmh5irelure1ly1hmnbdml3	60	0.042	0.873
prolific	wbmh5irelure1ly1hmnbdml3	61	0.858	0.048
prolific	wbmh5irelure1ly1hmnbdml3	62	0.3475	0.217
prolific	wbmh5irelure1ly1hmnbdml3	63	0.6805	0.108
prolific	wbmh5irelure1ly1hmnbdml3	64	0.4535	0.2055
prolific	wbmh5irelure1ly1hmnbdml3	65	0.25	0.25
prolific	wbmh5irelure1ly1hmnbdml3	66	0.635	0.635
prolific	wbmh5irelure1ly1hmnbdml3	67	0.778	0.778
prolific	wbmh5irelure1ly1hmnbdml3	68	0.8415	0.8415
prolific	wbmh5irelure1ly1hmnbdml3	69	0.8765	0.8765
prolific	wbmh5irelure1ly1hmnbdml3	70	0.2605	0.4245
prolific	wbmh5irelure1ly1hmnbdml3	71	0.449	0.449
prolific	wbmh5irelure1ly1hmnbdml3	72	0.7275	0.7275
prolific	wbmh5irelure1ly1hmnbdml3	73	0.8275	0.8275
prolific	wbmh5irelure1ly1hmnbdml3	74	0.8715	0.8715
prolific	wbmh5irelure1ly1hmnbdml3	75	0.887	0.887
prolific	wbmh5irelure1ly1hmnbdml3	76	0.8975	0.0335
prolific	wbmh5irelure1ly1hmnbdml3	77	0.909	0.0385
prolific	wbmh5irelure1ly1hmnbdml3	78	0.4445	0.224
prolific	wbmh5irelure1ly1hmnbdml3	79	0.7415	0.107
prolific	wbmh5irelure1ly1hmnbdml3	80	0.372	0.229
prolific	wbmh5irelure1ly1hmnbdml3	81	0.2665	0.2665
prolific	wbmh5irelure1ly1hmnbdml3	82	0.6345	0.6345
prolific	wbmh5irelure1ly1hmnbdml3	83	0.7895	0.7895
prolific	wbmh5irelure1ly1hmnbdml3	84	0.838	0.838
prolific	wbmh5irelure1ly1hmnbdml3	85	0.8845	0.8845
prolific	wbmh5irelure1ly1hmnbdml3	86	0.887	0.887
prolific	wbmh5irelure1ly1hmnbdml3	87	0.8915	0.8915
prolific	wbmh5irelure1ly1hmnbdml3	88	0.9115	0.9115
prolific	wbmh5irelure1ly1hmnbdml3	89	0.899	0.899
prolific	wbmh5irelure1ly1hmnbdml3	90	0.9085	0.9085
prolific	wdioev3k4jeqerrhvrwol0tb	1	0.336	0.326
prolific	wdioev3k4jeqerrhvrwol0tb	2	0.2015	0.2015
prolific	wdioev3k4jeqerrhvrwol0tb	3	0.4425	0.403
prolific	wdioev3k4jeqerrhvrwol0tb	4	0.06	0.6795
prolific	wdioev3k4jeqerrhvrwol0tb	5	0.0535	0.685
prolific	wdioev3k4jeqerrhvrwol0tb	6	0.252	0.6965
prolific	wdioev3k4jeqerrhvrwol0tb	7	0.056	0.866
prolific	wdioev3k4jeqerrhvrwol0tb	8	0.6415	0.6415
prolific	wdioev3k4jeqerrhvrwol0tb	9	0.0355	0.6985
prolific	wdioev3k4jeqerrhvrwol0tb	10	0.714	0.714
prolific	wdioev3k4jeqerrhvrwol0tb	11	0.718	0.718
prolific	wdioev3k4jeqerrhvrwol0tb	12	0.7575	0.7575
prolific	wdioev3k4jeqerrhvrwol0tb	13	0.7665	0.7665
prolific	wdioev3k4jeqerrhvrwol0tb	14	0.752	0.137
